Species,Plate,Point ,Area,Temp
X. roeperi,92,6,Agar,41.8
X. roeperi,92,7,Agar,42
X. roeperi,92,8,Agar,41.7
X. roeperi,92,9,Agar,42
X. roeperi,92,10,Agar,41.9
X. roeperi,92,11,Agar,41.7
X. roeperi,92,12,Agar,41.9
X. roeperi,92,13,Agar,42.1
X. roeperi,92,14,Agar,41.7
X. roeperi,92,15,Agar,41.9
X. roeperi,92,1,Fungi,42
X. roeperi,92,2,Fungi,42.2
X. roeperi,92,3,Fungi,42.1
X. roeperi,92,4,Fungi,39.6
X. roeperi,92,5,Fungi,41.1
X. roeperi,92,6,Fungi,41.5
X. roeperi,92,7,Fungi,41.7
X. roeperi,92,8,Fungi,41.6
X. roeperi,92,9,Fungi,38.7
X. roeperi,92,10,Fungi,40.8
X. roeperi,92,11,Fungi,39.9
X. roeperi,92,12,Fungi,38.9
X. roeperi,92,13,Fungi,39.6
X. roeperi,92,14,Fungi,41.7
X. roeperi,92,15,Fungi,42
X. roeperi,93,1,Agar,40.8
X. roeperi,93,2,Agar,40.8
X. roeperi,93,3,Agar,40.8
X. roeperi,93,4,Agar,40.8
X. roeperi,93,5,Agar,40.9
X. roeperi,93,6,Agar,40.8
X. roeperi,93,7,Agar,40.7
X. roeperi,93,8,Agar,40.6
X. roeperi,93,9,Agar,40.3
X. roeperi,93,10,Agar,40.4
X. roeperi,93,11,Agar,40.3
X. roeperi,93,12,Agar,40.6
X. roeperi,93,13,Agar,41.3
X. roeperi,93,14,Agar,41.2
X. roeperi,93,15,Agar,41.1
X. roeperi,93,1,Fungi,39.5
X. roeperi,93,2,Fungi,40.9
X. roeperi,93,3,Fungi,37.9
X. roeperi,93,4,Fungi,41.6
X. roeperi,93,5,Fungi,41.7
X. roeperi,93,6,Fungi,38
X. roeperi,93,7,Fungi,38.5
X. roeperi,93,8,Fungi,40.7
X. roeperi,93,9,Fungi,36.8
X. roeperi,93,10,Fungi,37.8
X. roeperi,93,11,Fungi,40.1
X. roeperi,93,12,Fungi,40.3
X. roeperi,93,13,Fungi,39.7
X. roeperi,93,14,Fungi,40.8
X. roeperi,93,15,Fungi,41
X. roeperi,94,1,Agar,39.7
X. roeperi,94,2,Agar,40.3
X. roeperi,94,3,Agar,40.1
X. roeperi,94,4,Agar,41
X. roeperi,94,5,Agar,40.4
X. roeperi,94,6,Agar,41.4
X. roeperi,94,7,Agar,41.1
X. roeperi,94,8,Agar,40.7
X. roeperi,94,9,Agar,41
X. roeperi,94,10,Agar,41.1
X. roeperi,94,11,Agar,40.9
X. roeperi,94,12,Agar,40.7
X. roeperi,94,13,Agar,40.5
X. roeperi,94,14,Agar,40.1
X. roeperi,94,15,Agar,39.9
X. roeperi,94,1,Fungi,39.2
X. roeperi,94,2,Fungi,38.9
X. roeperi,94,3,Fungi,39.5
X. roeperi,94,4,Fungi,38.3
X. roeperi,94,5,Fungi,36.3
X. roeperi,94,6,Fungi,37.9
X. roeperi,94,7,Fungi,38.9
X. roeperi,94,8,Fungi,39.5
X. roeperi,94,9,Fungi,38.4
X. roeperi,94,10,Fungi,39.8
X. roeperi,94,11,Fungi,38.3
X. roeperi,94,12,Fungi,39.2
X. roeperi,94,13,Fungi,39.1
X. roeperi,94,14,Fungi,40.1
X. roeperi,94,15,Fungi,39.5
X. roeperi,95,1,Agar,41.1
X. roeperi,95,2,Agar,41.4
X. roeperi,95,3,Agar,41.1
X. roeperi,95,4,Agar,41.2
X. roeperi,95,5,Agar,41.5
X. roeperi,95,6,Agar,41.5
X. roeperi,95,7,Agar,41.7
X. roeperi,95,8,Agar,41.4
X. roeperi,95,9,Agar,41.3
X. roeperi,95,10,Agar,41.6
X. roeperi,95,11,Agar,41.8
X. roeperi,95,12,Agar,42.1
X. roeperi,95,13,Agar,42
X. roeperi,95,14,Agar,42
X. roeperi,95,15,Agar,41.7
X. roeperi,95,1,Fungi,40.9
X. roeperi,95,2,Fungi,40.5
X. roeperi,95,3,Fungi,41
X. roeperi,95,4,Fungi,41
X. roeperi,95,5,Fungi,40.7
X. roeperi,95,6,Fungi,41.3
X. roeperi,95,7,Fungi,41.8
X. roeperi,95,8,Fungi,37.9
X. roeperi,95,9,Fungi,38.7
X. roeperi,95,10,Fungi,40.8
X. roeperi,95,11,Fungi,42.2
X. roeperi,95,12,Fungi,41.2
X. roeperi,95,13,Fungi,39.1
X. roeperi,95,14,Fungi,40.4
X. roeperi,95,15,Fungi,37
X. roeperi,96,1,Agar,41.8
X. roeperi,96,2,Agar,41.8
X. roeperi,96,3,Agar,41.8
X. roeperi,96,4,Agar,42.1
X. roeperi,96,5,Agar,42.2
X. roeperi,96,6,Agar,41.7
X. roeperi,96,7,Agar,41.8
X. roeperi,96,8,Agar,41.6
X. roeperi,96,9,Agar,41.6
X. roeperi,96,10,Agar,42.1
X. roeperi,96,11,Agar,42.1
X. roeperi,96,12,Agar,42
X. roeperi,96,13,Agar,42.4
X. roeperi,96,14,Agar,42.2
X. roeperi,96,15,Agar,42.2
X. roeperi,96,1,Fungi,41.3
X. roeperi,96,2,Fungi,40.3
X. roeperi,96,3,Fungi,40.6
X. roeperi,96,4,Fungi,39.7
X. roeperi,96,5,Fungi,39.8
X. roeperi,96,6,Fungi,40.4
X. roeperi,96,7,Fungi,41.6
X. roeperi,96,8,Fungi,41.6
X. roeperi,96,9,Fungi,40.8
X. roeperi,96,10,Fungi,40.3
X. roeperi,96,11,Fungi,39.9
X. roeperi,96,12,Fungi,40
X. roeperi,96,13,Fungi,40.2
X. roeperi,96,14,Fungi,40.3
X. roeperi,96,15,Fungi,41.4
X. roeperi,97,1,Agar,42.1
X. roeperi,97,2,Agar,41.9
X. roeperi,97,3,Agar,42.2
X. roeperi,97,4,Agar,42.2
X. roeperi,97,5,Agar,42.3
X. roeperi,97,6,Agar,42.5
X. roeperi,97,7,Agar,42.8
X. roeperi,97,8,Agar,42.3
X. roeperi,97,9,Agar,42.8
X. roeperi,97,10,Agar,42.5
X. roeperi,97,11,Agar,42.5
X. roeperi,97,12,Agar,42.2
X. roeperi,97,13,Agar,42.3
X. roeperi,97,14,Agar,42.5
X. roeperi,97,15,Agar,42.4
X. roeperi,97,1,Fungi,40.8
X. roeperi,97,2,Fungi,40.7
X. roeperi,97,3,Fungi,40.9
X. roeperi,97,4,Fungi,41.9
X. roeperi,97,5,Fungi,41.7
X. roeperi,97,6,Fungi,39.4
X. roeperi,97,7,Fungi,39
X. roeperi,97,8,Fungi,40.3
X. roeperi,97,9,Fungi,41.7
X. roeperi,97,10,Fungi,41.7
X. roeperi,97,11,Fungi,39.8
X. roeperi,97,12,Fungi,39.7
X. roeperi,97,13,Fungi,41.2
X. roeperi,97,14,Fungi,38.8
X. roeperi,97,15,Fungi,37
X. roeperi,98,1,Agar,42.1
X. roeperi,98,2,Agar,41.3
X. roeperi,98,3,Agar,41.2
X. roeperi,98,4,Agar,41.3
X. roeperi,98,5,Agar,41.6
X. roeperi,98,6,Agar,41.9
X. roeperi,98,7,Agar,41.9
X. roeperi,98,8,Agar,42.2
X. roeperi,98,9,Agar,42.1
X. roeperi,98,10,Agar,42.1
X. roeperi,98,11,Agar,42.2
X. roeperi,98,12,Agar,42.2
X. roeperi,98,13,Agar,42.4
X. roeperi,98,14,Agar,42.4
X. roeperi,98,15,Agar,42.9
X. roeperi,98,1,Fungi,42.8
X. roeperi,98,2,Fungi,42.5
X. roeperi,98,3,Fungi,42.2
X. roeperi,98,4,Fungi,42.4
X. roeperi,98,5,Fungi,42.5
X. roeperi,98,6,Fungi,42
X. roeperi,98,7,Fungi,42.1
X. roeperi,98,8,Fungi,41.5
X. roeperi,98,9,Fungi,41.7
X. roeperi,98,10,Fungi,40.9
X. roeperi,98,11,Fungi,41.7
X. roeperi,98,12,Fungi,41.5
X. roeperi,98,13,Fungi,38.6
X. roeperi,98,14,Fungi,35.7
X. roeperi,98,15,Fungi,35.9
X. roeperi,99,1,Agar,42
X. roeperi,99,2,Agar,41.9
X. roeperi,99,3,Agar,41.7
X. roeperi,99,4,Agar,41.8
X. roeperi,99,5,Agar,41.8
X. roeperi,99,6,Agar,41.3
X. roeperi,99,7,Agar,40.9
X. roeperi,99,8,Agar,40.6
X. roeperi,99,9,Agar,41.3
X. roeperi,99,10,Agar,41.7
X. roeperi,99,11,Agar,41
X. roeperi,99,12,Agar,41
X. roeperi,99,13,Agar,41.6
X. roeperi,99,14,Agar,41.7
X. roeperi,99,15,Agar,42.1
X. roeperi,99,1,Fungi,42.3
X. roeperi,99,2,Fungi,39
X. roeperi,99,3,Fungi,41
X. roeperi,99,4,Fungi,40.5
X. roeperi,99,5,Fungi,41.3
X. roeperi,99,6,Fungi,41.5
X. roeperi,99,7,Fungi,39.7
X. roeperi,99,8,Fungi,41.2
X. roeperi,99,9,Fungi,41
X. roeperi,99,10,Fungi,40.9
X. roeperi,99,11,Fungi,41.6
X. roeperi,99,12,Fungi,42.1
X. roeperi,99,13,Fungi,42.2
X. roeperi,99,14,Fungi,37.2
X. roeperi,99,15,Fungi,42.4
X. roeperi,100,1,Agar,41.6
X. roeperi,100,2,Agar,42.2
X. roeperi,100,3,Agar,42.8
X. roeperi,100,4,Agar,42.1
X. roeperi,100,5,Agar,42.3
X. roeperi,100,6,Agar,42.1
X. roeperi,100,7,Agar,41.9
X. roeperi,100,8,Agar,42.3
X. roeperi,100,9,Agar,41.4
X. roeperi,100,10,Agar,42.2
X. roeperi,100,11,Agar,42.2
X. roeperi,100,12,Agar,42.5
X. roeperi,100,13,Agar,42.2
X. roeperi,100,14,Agar,41.9
X. roeperi,100,15,Agar,42.7
X. roeperi,100,1,Fungi,40.3
X. roeperi,100,2,Fungi,38.6
X. roeperi,100,3,Fungi,39.9
X. roeperi,100,4,Fungi,40
X. roeperi,100,5,Fungi,38.5
X. roeperi,100,6,Fungi,42.2
X. roeperi,100,7,Fungi,41.4
X. roeperi,100,8,Fungi,42.2
X. roeperi,100,9,Fungi,42.5
X. roeperi,100,10,Fungi,38.8
X. roeperi,100,11,Fungi,37.7
X. roeperi,100,12,Fungi,39.2
X. roeperi,100,13,Fungi,38.4
X. roeperi,100,14,Fungi,42.2
X. roeperi,100,15,Fungi,38
X. grosmanniae,101,1,Agar,41.9
X. grosmanniae,101,2,Agar,42.1
X. grosmanniae,101,3,Agar,42.2
X. grosmanniae,101,4,Agar,42
X. grosmanniae,101,5,Agar,41.9
X. grosmanniae,101,6,Agar,41.7
X. grosmanniae,101,7,Agar,41.8
X. grosmanniae,101,8,Agar,41.8
X. grosmanniae,101,9,Agar,41.7
X. grosmanniae,101,10,Agar,42.2
X. grosmanniae,101,11,Agar,41.5
X. grosmanniae,101,12,Agar,41.8
X. grosmanniae,101,13,Agar,42.2
X. grosmanniae,101,14,Agar,42
X. grosmanniae,101,15,Agar,41.7
X. grosmanniae,101,1,Fungi,39.6
X. grosmanniae,101,2,Fungi,35.8
X. grosmanniae,101,3,Fungi,34.7
X. grosmanniae,101,4,Fungi,35.1
X. grosmanniae,101,5,Fungi,36.1
X. grosmanniae,101,6,Fungi,39.5
X. grosmanniae,101,7,Fungi,41
X. grosmanniae,101,8,Fungi,41.1
X. grosmanniae,101,9,Fungi,35.9
X. grosmanniae,101,10,Fungi,40.6
X. grosmanniae,101,11,Fungi,35.9
X. grosmanniae,101,12,Fungi,36.5
X. grosmanniae,101,13,Fungi,38.3
X. grosmanniae,101,14,Fungi,37.8
X. grosmanniae,101,15,Fungi,37.2
X. grosmanniae,102,1,Agar,42.1
X. grosmanniae,102,2,Agar,42.2
X. grosmanniae,102,3,Agar,42.2
X. grosmanniae,102,4,Agar,42.5
X. grosmanniae,102,5,Agar,42.1
X. grosmanniae,102,6,Agar,42.2
X. grosmanniae,102,7,Agar,42.1
X. grosmanniae,102,8,Agar,41.9
X. grosmanniae,102,9,Agar,42.2
X. grosmanniae,102,10,Agar,42.2
X. grosmanniae,102,11,Agar,41.7
X. grosmanniae,102,12,Agar,41.7
X. grosmanniae,102,13,Agar,41.5
X. grosmanniae,102,14,Agar,41.7
X. grosmanniae,102,15,Agar,41.4
X. grosmanniae,102,1,Fungi,36.1
X. grosmanniae,102,2,Fungi,34.9
X. grosmanniae,102,3,Fungi,37
X. grosmanniae,102,4,Fungi,40.2
X. grosmanniae,102,5,Fungi,37
X. grosmanniae,102,6,Fungi,36.4
X. grosmanniae,102,7,Fungi,38.6
X. grosmanniae,102,8,Fungi,38.4
X. grosmanniae,102,9,Fungi,38.8
X. grosmanniae,102,10,Fungi,35.7
X. grosmanniae,102,11,Fungi,36.3
X. grosmanniae,102,12,Fungi,36
X. grosmanniae,102,13,Fungi,36.6
X. grosmanniae,102,14,Fungi,37
X. grosmanniae,102,15,Fungi,39.1
X. grosmanniae,103,1,Agar,42.2
X. grosmanniae,103,2,Agar,41.4
X. grosmanniae,103,3,Agar,41.6
X. grosmanniae,103,4,Agar,41.6
X. grosmanniae,103,5,Agar,41.9
X. grosmanniae,103,6,Agar,41.8
X. grosmanniae,103,7,Agar,42.1
X. grosmanniae,103,8,Agar,41
X. grosmanniae,103,9,Agar,42.1
X. grosmanniae,103,10,Agar,41.9
X. grosmanniae,103,11,Agar,41.6
X. grosmanniae,103,12,Agar,41.7
X. grosmanniae,103,13,Agar,42.1
X. grosmanniae,103,14,Agar,41.9
X. grosmanniae,103,15,Agar,42
X. grosmanniae,103,1,Fungi,39.6
X. grosmanniae,103,2,Fungi,37.4
X. grosmanniae,103,3,Fungi,37.6
X. grosmanniae,103,4,Fungi,37.1
X. grosmanniae,103,5,Fungi,40
X. grosmanniae,103,6,Fungi,38.4
X. grosmanniae,103,7,Fungi,39.6
X. grosmanniae,103,8,Fungi,40.6
X. grosmanniae,103,9,Fungi,36
X. grosmanniae,103,10,Fungi,36.3
X. grosmanniae,103,11,Fungi,37.1
X. grosmanniae,103,12,Fungi,38.5
X. grosmanniae,103,13,Fungi,38.5
X. grosmanniae,103,14,Fungi,39.1
X. grosmanniae,103,15,Fungi,36.3
X. grosmanniae,104,1,Agar,42.1
X. grosmanniae,104,2,Agar,41.9
X. grosmanniae,104,3,Agar,41.9
X. grosmanniae,104,4,Agar,41.9
X. grosmanniae,104,5,Agar,41.7
X. grosmanniae,104,6,Agar,41.9
X. grosmanniae,104,7,Agar,41.9
X. grosmanniae,104,8,Agar,41.9
X. grosmanniae,104,9,Agar,41.9
X. grosmanniae,104,10,Agar,42
X. grosmanniae,104,11,Agar,41.8
X. grosmanniae,104,12,Agar,42.5
X. grosmanniae,104,13,Agar,42.4
X. grosmanniae,104,14,Agar,42.4
X. grosmanniae,104,15,Agar,41.6
X. grosmanniae,104,1,Fungi,40.9
X. grosmanniae,104,2,Fungi,34.8
X. grosmanniae,104,3,Fungi,36.2
X. grosmanniae,104,4,Fungi,37.5
X. grosmanniae,104,5,Fungi,36.8
X. grosmanniae,104,6,Fungi,36.2
X. grosmanniae,104,7,Fungi,37.3
X. grosmanniae,104,8,Fungi,37.6
X. grosmanniae,104,9,Fungi,35.8
X. grosmanniae,104,10,Fungi,37.5
X. grosmanniae,104,11,Fungi,38.9
X. grosmanniae,104,12,Fungi,36.4
X. grosmanniae,104,13,Fungi,36.8
X. grosmanniae,104,14,Fungi,38.4
X. grosmanniae,104,15,Fungi,40.8
X. grosmanniae,105,1,Agar,41.9
X. grosmanniae,105,2,Agar,41.5
X. grosmanniae,105,3,Agar,41.4
X. grosmanniae,105,4,Agar,41.3
X. grosmanniae,105,5,Agar,41.5
X. grosmanniae,105,6,Agar,41.5
X. grosmanniae,105,7,Agar,41.9
X. grosmanniae,105,8,Agar,41.9
X. grosmanniae,105,9,Agar,42.2
X. grosmanniae,105,10,Agar,41.8
X. grosmanniae,105,11,Agar,41.9
X. grosmanniae,105,12,Agar,42.1
X. grosmanniae,105,13,Agar,42.1
X. grosmanniae,105,14,Agar,42
X. grosmanniae,105,15,Agar,42.2
X. grosmanniae,105,1,Fungi,38.4
X. grosmanniae,105,2,Fungi,35.1
X. grosmanniae,105,3,Fungi,34.3
X. grosmanniae,105,4,Fungi,34.6
X. grosmanniae,105,5,Fungi,40.9
X. grosmanniae,105,6,Fungi,36.1
X. grosmanniae,105,7,Fungi,33.3
X. grosmanniae,105,8,Fungi,35
X. grosmanniae,105,9,Fungi,41.6
X. grosmanniae,105,10,Fungi,34.9
X. grosmanniae,105,11,Fungi,35.4
X. grosmanniae,105,12,Fungi,36.1
X. grosmanniae,105,13,Fungi,38.2
X. grosmanniae,105,14,Fungi,38.2
X. grosmanniae,105,15,Fungi,40.3
X. grosmanniae,106,1,Agar,42.7
X. grosmanniae,106,2,Agar,42.4
X. grosmanniae,106,3,Agar,42.1
X. grosmanniae,106,4,Agar,41.9
X. grosmanniae,106,5,Agar,41.9
X. grosmanniae,106,6,Agar,41.9
X. grosmanniae,106,7,Agar,42
X. grosmanniae,106,8,Agar,42.3
X. grosmanniae,106,9,Agar,42.3
X. grosmanniae,106,10,Agar,42.2
X. grosmanniae,106,11,Agar,42.6
X. grosmanniae,106,12,Agar,42.8
X. grosmanniae,106,13,Agar,42.7
X. grosmanniae,106,14,Agar,42.3
X. grosmanniae,106,15,Agar,42.7
X. grosmanniae,106,1,Fungi,41.9
X. grosmanniae,106,2,Fungi,42.1
X. grosmanniae,106,3,Fungi,41.9
X. grosmanniae,106,4,Fungi,40.8
X. grosmanniae,106,5,Fungi,40.7
X. grosmanniae,106,6,Fungi,38.7
X. grosmanniae,106,7,Fungi,37
X. grosmanniae,106,8,Fungi,37.1
X. grosmanniae,106,9,Fungi,41.1
X. grosmanniae,106,10,Fungi,39.9
X. grosmanniae,106,11,Fungi,39.9
X. grosmanniae,106,12,Fungi,38.2
X. grosmanniae,106,13,Fungi,38.5
X. grosmanniae,106,14,Fungi,38.4
X. grosmanniae,106,15,Fungi,41.6
X. grosmanniae,107,1,Agar,41.7
X. grosmanniae,107,2,Agar,41.8
X. grosmanniae,107,3,Agar,42.2
X. grosmanniae,107,4,Agar,42.1
X. grosmanniae,107,5,Agar,42.3
X. grosmanniae,107,6,Agar,42.3
X. grosmanniae,107,7,Agar,42.1
X. grosmanniae,107,8,Agar,41.7
X. grosmanniae,107,9,Agar,41.8
X. grosmanniae,107,10,Agar,42.1
X. grosmanniae,107,11,Agar,42.3
X. grosmanniae,107,12,Agar,41.9
X. grosmanniae,107,13,Agar,41.9
X. grosmanniae,107,14,Agar,42.1
X. grosmanniae,107,15,Agar,41.8
X. grosmanniae,107,1,Fungi,40
X. grosmanniae,107,2,Fungi,40.4
X. grosmanniae,107,3,Fungi,39.7
X. grosmanniae,107,4,Fungi,40.6
X. grosmanniae,107,5,Fungi,39.4
X. grosmanniae,107,6,Fungi,38
X. grosmanniae,107,7,Fungi,39.8
X. grosmanniae,107,8,Fungi,39.3
X. grosmanniae,107,9,Fungi,40.5
X. grosmanniae,107,10,Fungi,39.5
X. grosmanniae,107,11,Fungi,38.8
X. grosmanniae,107,12,Fungi,40.7
X. grosmanniae,107,13,Fungi,39.1
X. grosmanniae,107,14,Fungi,39
X. grosmanniae,107,15,Fungi,39.3
X. grosmanniae,108,1,Agar,41.5
X. grosmanniae,108,2,Agar,41.3
X. grosmanniae,108,3,Agar,41.1
X. grosmanniae,108,4,Agar,41.1
X. grosmanniae,108,5,Agar,40.6
X. grosmanniae,108,6,Agar,40.6
X. grosmanniae,108,7,Agar,40.9
X. grosmanniae,108,8,Agar,41.5
X. grosmanniae,108,9,Agar,41.9
X. grosmanniae,108,10,Agar,41.8
X. grosmanniae,108,11,Agar,41.7
X. grosmanniae,108,12,Agar,41.4
X. grosmanniae,108,13,Agar,41.7
X. grosmanniae,108,14,Agar,41.9
X. grosmanniae,108,15,Agar,40.8
X. grosmanniae,108,1,Fungi,38.1
X. grosmanniae,108,2,Fungi,39.5
X. grosmanniae,108,3,Fungi,39.8
X. grosmanniae,108,4,Fungi,39.9
X. grosmanniae,108,5,Fungi,39.3
X. grosmanniae,108,6,Fungi,37
X. grosmanniae,108,7,Fungi,37.2
X. grosmanniae,108,8,Fungi,37.1
X. grosmanniae,108,9,Fungi,39.6
X. grosmanniae,108,10,Fungi,39.6
X. grosmanniae,108,11,Fungi,40
X. grosmanniae,108,12,Fungi,40.8
X. grosmanniae,108,13,Fungi,37.7
X. grosmanniae,108,14,Fungi,37.8
X. grosmanniae,108,15,Fungi,37.1
X. grosmanniae,109,1,Agar,41.7
X. grosmanniae,109,2,Agar,41.3
X. grosmanniae,109,3,Agar,41.6
X. grosmanniae,109,4,Agar,41
X. grosmanniae,109,5,Agar,41.6
X. grosmanniae,109,6,Agar,41.1
X. grosmanniae,109,7,Agar,41.2
X. grosmanniae,109,8,Agar,41.2
X. grosmanniae,109,9,Agar,41.1
X. grosmanniae,109,10,Agar,41.1
X. grosmanniae,109,11,Agar,41.6
X. grosmanniae,109,12,Agar,41.6
X. grosmanniae,109,13,Agar,41.5
X. grosmanniae,109,14,Agar,41.3
X. grosmanniae,109,15,Agar,41.2
X. grosmanniae,109,1,Fungi,40.3
X. grosmanniae,109,2,Fungi,38.8
X. grosmanniae,109,3,Fungi,37.6
X. grosmanniae,109,4,Fungi,39
X. grosmanniae,109,5,Fungi,39.9
X. grosmanniae,109,6,Fungi,38
X. grosmanniae,109,7,Fungi,38.9
X. grosmanniae,109,8,Fungi,39.7
X. grosmanniae,109,9,Fungi,40.1
X. grosmanniae,109,10,Fungi,40.3
X. grosmanniae,109,11,Fungi,39.3
X. grosmanniae,109,12,Fungi,38.3
X. grosmanniae,109,13,Fungi,38.1
X. grosmanniae,109,14,Fungi,38
X. grosmanniae,109,15,Fungi,36.8
X. grosmanniae,110,1,Agar,41.5
X. grosmanniae,110,2,Agar,41.4
X. grosmanniae,110,3,Agar,41.2
X. grosmanniae,110,4,Agar,41.3
X. grosmanniae,110,5,Agar,41.7
X. grosmanniae,110,6,Agar,41.2
X. grosmanniae,110,7,Agar,41.8
X. grosmanniae,110,8,Agar,41.3
X. grosmanniae,110,9,Agar,41.4
X. grosmanniae,110,10,Agar,40.6
X. grosmanniae,110,11,Agar,40.8
X. grosmanniae,110,12,Agar,40.5
X. grosmanniae,110,13,Agar,40.9
X. grosmanniae,110,14,Agar,41.2
X. grosmanniae,110,15,Agar,40.9
X. grosmanniae,110,1,Fungi,38.7
X. grosmanniae,110,2,Fungi,37.8
X. grosmanniae,110,3,Fungi,37.2
X. grosmanniae,110,4,Fungi,40.4
X. grosmanniae,110,5,Fungi,38.9
X. grosmanniae,110,6,Fungi,38.1
X. grosmanniae,110,7,Fungi,40.3
X. grosmanniae,110,8,Fungi,39.8
X. grosmanniae,110,9,Fungi,39.2
X. grosmanniae,110,10,Fungi,39.1
X. grosmanniae,110,11,Fungi,38.9
X. grosmanniae,110,12,Fungi,37.9
X. grosmanniae,110,13,Fungi,40
X. grosmanniae,110,14,Fungi,36.2
X. grosmanniae,110,15,Fungi,37.8
X. grosmanniae,111,1,Agar,42.2
X. grosmanniae,111,2,Agar,42.5
X. grosmanniae,111,3,Agar,42.4
X. grosmanniae,111,4,Agar,41.8
X. grosmanniae,111,5,Agar,41.8
X. grosmanniae,111,6,Agar,41.6
X. grosmanniae,111,7,Agar,41.9
X. grosmanniae,111,8,Agar,41.8
X. grosmanniae,111,9,Agar,41.8
X. grosmanniae,111,10,Agar,41.6
X. grosmanniae,111,11,Agar,42.1
X. grosmanniae,111,12,Agar,41.6
X. grosmanniae,111,13,Agar,41.6
X. grosmanniae,111,14,Agar,41.7
X. grosmanniae,111,15,Agar,41.9
X. grosmanniae,111,1,Fungi,40.9
X. grosmanniae,111,2,Fungi,38.6
X. grosmanniae,111,3,Fungi,41.2
X. grosmanniae,111,4,Fungi,37.9
X. grosmanniae,111,5,Fungi,39.1
X. grosmanniae,111,6,Fungi,39.2
X. grosmanniae,111,7,Fungi,40.2
X. grosmanniae,111,8,Fungi,39
X. grosmanniae,111,9,Fungi,37
X. grosmanniae,111,10,Fungi,37.7
X. grosmanniae,111,11,Fungi,37.8
X. grosmanniae,111,12,Fungi,38.5
X. grosmanniae,111,13,Fungi,37.4
X. grosmanniae,111,14,Fungi,38
X. grosmanniae,111,15,Fungi,41.6
X. grosmanniae,112,1,Agar,41.7
X. grosmanniae,112,2,Agar,41.5
X. grosmanniae,112,3,Agar,41.3
X. grosmanniae,112,4,Agar,41.2
X. grosmanniae,112,5,Agar,41.1
X. grosmanniae,112,6,Agar,41.4
X. grosmanniae,112,7,Agar,41.4
X. grosmanniae,112,8,Agar,41.5
X. grosmanniae,112,9,Agar,41.9
X. grosmanniae,112,10,Agar,41.9
X. grosmanniae,112,11,Agar,41.7
X. grosmanniae,112,12,Agar,41.6
X. grosmanniae,112,13,Agar,41.7
X. grosmanniae,112,14,Agar,41.6
X. grosmanniae,112,15,Agar,41.6
X. grosmanniae,112,1,Fungi,37.6
X. grosmanniae,112,2,Fungi,36.6
X. grosmanniae,112,3,Fungi,35.9
X. grosmanniae,112,4,Fungi,36.3
X. grosmanniae,112,5,Fungi,40.3
X. grosmanniae,112,6,Fungi,37
X. grosmanniae,112,7,Fungi,36.4
X. grosmanniae,112,8,Fungi,40
X. grosmanniae,112,9,Fungi,37.2
X. grosmanniae,112,10,Fungi,39.7
X. grosmanniae,112,11,Fungi,36.4
X. grosmanniae,112,12,Fungi,39.2
X. grosmanniae,112,13,Fungi,37.4
X. grosmanniae,112,14,Fungi,37.1
X. grosmanniae,112,15,Fungi,36.7
X. grosmanniae,113,1,Agar,42
X. grosmanniae,113,2,Agar,42
X. grosmanniae,113,3,Agar,42.1
X. grosmanniae,113,4,Agar,42
X. grosmanniae,113,5,Agar,42.1
X. grosmanniae,113,6,Agar,41.6
X. grosmanniae,113,7,Agar,41.7
X. grosmanniae,113,8,Agar,41.9
X. grosmanniae,113,9,Agar,41.9
X. grosmanniae,113,10,Agar,41.7
X. grosmanniae,113,11,Agar,41.7
X. grosmanniae,113,12,Agar,41.7
X. grosmanniae,113,13,Agar,41.7
X. grosmanniae,113,14,Agar,41.3
X. grosmanniae,113,15,Agar,41.7
X. grosmanniae,113,1,Fungi,35.3
X. grosmanniae,113,2,Fungi,38.5
X. grosmanniae,113,3,Fungi,35.8
X. grosmanniae,113,4,Fungi,37
X. grosmanniae,113,5,Fungi,35.4
X. grosmanniae,113,6,Fungi,34.3
X. grosmanniae,113,7,Fungi,37.8
X. grosmanniae,113,8,Fungi,36.9
X. grosmanniae,113,9,Fungi,34.9
X. grosmanniae,113,10,Fungi,36.3
X. grosmanniae,113,11,Fungi,35.1
X. grosmanniae,113,12,Fungi,35
X. grosmanniae,113,13,Fungi,39.7
X. grosmanniae,113,14,Fungi,38.3
X. grosmanniae,113,15,Fungi,40.4
X. grosmanniae,114,1,Agar,41.7
X. grosmanniae,114,2,Agar,41.5
X. grosmanniae,114,3,Agar,42
X. grosmanniae,114,4,Agar,41.8
X. grosmanniae,114,5,Agar,41.8
X. grosmanniae,114,6,Agar,41.7
X. grosmanniae,114,7,Agar,41.6
X. grosmanniae,114,8,Agar,41.5
X. grosmanniae,114,9,Agar,41.7
X. grosmanniae,114,10,Agar,41.7
X. grosmanniae,114,11,Agar,41.5
X. grosmanniae,114,12,Agar,41.9
X. grosmanniae,114,13,Agar,41.4
X. grosmanniae,114,14,Agar,41.3
X. grosmanniae,114,15,Agar,42.1
X. grosmanniae,114,1,Fungi,40.5
X. grosmanniae,114,2,Fungi,38.9
X. grosmanniae,114,3,Fungi,37.4
X. grosmanniae,114,4,Fungi,40.2
X. grosmanniae,114,5,Fungi,35.8
X. grosmanniae,114,6,Fungi,35.9
X. grosmanniae,114,7,Fungi,36.1
X. grosmanniae,114,8,Fungi,40
X. grosmanniae,114,9,Fungi,36.3
X. grosmanniae,114,10,Fungi,37.3
